3-2_(3É–-3É–)3É–AdditionalRequirementTable_[MW],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ñkäCìπ 2026/4,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ñkäCìπ 2026/5,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ñkäCìπ 2026/6,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ñkäCìπ 2026/7,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ñkäCìπ 2026/8,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ñkäCìπ 2026/9,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ñkäCìπ 2026/10,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ñkäCìπ 2026/11,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ñkäCìπ 2026/12,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ñkäCìπ 2027/1,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ñkäCìπ 2027/2,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ñkäCìπ 2027/3,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû
80Å`90%,14,79,251,423,638,454,16,2,80Å`90%,1,113,271,539,718,341,0,4,80Å`90%,1,112,123,716,871,297,24,10,80Å`90%,8,18,132,0,0,0,0,13,80Å`90%,4,0,136,0,0,0,0,13,80Å`90%,4,0,181,166,174,0,0,6,80Å`90%,3,0,122,161,173,0,0,10,80Å`90%,16,0,130,135,171,28,0,13,80Å`90%,1,0,0,64,199,28,0,0,80Å`90%,0,0,0,66,103,256,0,0,80Å`90%,0,0,43,87,318,0,0,0,80Å`90%,6,5,124,235,490,525,21,3
90Å`100%,12,37,292,607,752,196,0,10,90Å`100%,23,48,288,607,749,153,0,10,90Å`100%,0,45,69,888,806,205,0,22,90Å`100%,13,19,35,0,0,0,0,8,90Å`100%,3,0,54,0,0,0,0,8,90Å`100%,0,0,16,81,29,0,0,8,90Å`100%,0,0,18,81,28,0,0,22,90Å`100%,0,0,39,61,318,128,0,22,90Å`100%,0,0,0,61,109,126,0,0,90Å`100%,0,0,0,58,67,87,0,0,90Å`100%,0,0,47,91,135,0,0,0,90Å`100%,13,15,88,161,520,188,0,0
élçë 2026/4,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,élçë 2026/5,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,élçë 2026/6,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,élçë 2026/7,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,élçë 2026/8,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,élçë 2026/9,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,élçë 2026/10,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,élçë 2026/11,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,élçë 2026/12,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,élçë 2027/1,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,élçë 2027/2,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,élçë 2027/3,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû
0Å`10%,0,23,27,32,23,26,29,0,0Å`10%,0,22,31,93,59,25,26,0,0Å`10%,0,18,46,87,57,27,29,0,0Å`10%,0,13,52,151,79,57,34,0,0Å`10%,2,20,16,13,10,7,16,0,0Å`10%,3,24,12,10,8,6,25,0,0Å`10%,3,19,1,1,1,2,21,0,0Å`10%,0,20,19,15,12,8,18,0,0Å`10%,0,25,24,19,14,8,10,3,0Å`10%,0,27,34,31,28,26,8,3,0Å`10%,0,23,35,32,29,26,9,0,0Å`10%,0,23,24,25,26,28,11,0
10Å`20%,4,25,29,48,67,119,15,2,10Å`20%,10,10,74,146,125,103,11,0,10Å`20%,1,8,69,91,72,103,9,6,10Å`20%,0,11,73,166,113,99,24,8,10Å`20%,4,6,22,77,113,54,29,4,10Å`20%,4,6,41,101,113,68,29,0,10Å`20%,6,0,7,16,25,34,28,0,10Å`20%,0,0,7,16,24,33,0,0,10Å`20%,0,0,24,60,62,26,0,16,10Å`20%,3,0,30,38,58,39,0,14,10Å`20%,5,0,66,83,100,39,17,10,10Å`20%,1,13,56,44,67,86,15,2
20Å`30%,14,28,154,186,168,152,9,23,20Å`30%,10,25,154,187,161,88,15,20,20Å`30%,5,18,143,217,148,140,37,19,20Å`30%,0,22,124,217,213,143,37,18,20Å`30%,5,9,123,157,191,234,17,10,20Å`30%,5,3,95,124,154,230,17,16,20Å`30%,10,0,26,67,108,96,14,23,20Å`30%,12,0,26,67,108,89,0,11,20Å`30%,11,0,42,100,111,43,0,11,20Å`30%,5,0,65,66,99,83,0,12,20Å`30%,24,0,43,89,115,18,8,18,20Å`30%,26,28,88,98,179,94,8,19
30Å`40%,13,50,195,339,262,185,13,23,30Å`40%,11,36,170,259,164,95,51,14,30Å`40%,9,33,161,321,303,177,50,16,30Å`40%,7,13,142,323,313,187,60,26,30Å`40%,6,18,143,419,462,294,54,36,30Å`40%,7,10,143,277,256,291,54,30,30Å`40%,14,0,38,194,256,138,9,9,30Å`40%,14,0,38,194,256,140,0,6,30Å`40%,12,0,77,329,142,60,0,6,30Å`40%,4,0,45,95,139,183,0,11,30Å`40%,13,0,20,95,130,37,24,12,30Å`40%,13,20,108,330,258,186,30,15
40Å`50%,8,31,217,342,422,298,32,24,40Å`50%,7,26,204,300,235,232,34,22,40Å`50%,7,18,183,339,415,238,49,27,40Å`50%,15,13,226,347,419,224,64,35,40Å`50%,22,12,232,395,531,353,64,31,40Å`50%,26,2,120,323,345,353,50,31,40Å`50%,26,0,52,193,346,228,21,32,40Å`50%,8,0,26,188,345,269,0,26,40Å`50%,7,0,111,263,173,93,0,26,40Å`50%,17,0,28,130,146,205,0,9,40Å`50%,15,0,36,172,178,201,11,7,40Å`50%,15,12,128,340,298,216,43,10
50Å`60%,34,43,240,375,496,334,76,16,50Å`60%,21,11,304,341,338,336,60,18,50Å`60%,19,7,303,358,412,373,31,23,50Å`60%,34,5,310,372,374,377,30,21,50Å`60%,24,16,320,371,483,306,26,7,50Å`60%,26,4,97,455,425,297,21,32,50Å`60%,20,0,70,217,411,214,19,39,50Å`60%,17,0,57,182,279,247,0,36,50Å`60%,2,0,104,232,181,133,0,26,50Å`60%,5,0,14,165,316,221,0,10,50Å`60%,41,0,52,335,336,281,38,10,50Å`60%,34,0,143,350,337,294,54,16
60Å`70%,30,14,185,495,570,369,97,30,60Å`70%,24,17,313,494,512,373,86,15,60Å`70%,23,23,281,465,409,309,73,14,60Å`70%,3,10,349,394,409,322,76,17,60Å`70%,30,9,204,356,471,288,45,16,60Å`70%,43,3,142,392,396,285,42,31,60Å`70%,43,0,89,241,374,176,35,14,60Å`70%,42,0,89,205,272,224,0,14,60Å`70%,29,0,96,244,240,279,0,6,60Å`70%,29,0,10,191,214,238,0,21,60Å`70%,22,0,63,422,391,360,13,21,60Å`70%,11,0,157,355,571,372,26,23
70Å`80%,48,11,117,458,551,444,93,13,70Å`80%,43,18,322,469,557,410,115,12,70Å`80%,39,16,298,401,452,282,80,13,70Å`80%,22,14,388,416,444,311,100,28,70Å`80%,22,3,168,356,512,270,102,28,70Å`80%,51,2,116,328,367,312,57,44,70Å`80%,41,0,94,290,350,207,41,43,70Å`80%,41,0,95,228,299,63,0,39,70Å`80%,12,0,93,256,169,164,0,13,70Å`80%,33,0,0,121,148,229,0,24,70Å`80%,33,0,52,510,430,316,31,24,70Å`80%,33,0,218,508,554,447,33,27
80Å`90%,6,8,96,421,558,518,89,9,80Å`90%,0,13,455,443,466,527,143,7,80Å`90%,23,12,315,336,544,297,138,14,80Å`90%,28,13,314,344,553,299,139,32,80Å`90%,28,6,106,356,552,300,120,35,80Å`90%,21,2,123,268,391,339,92,35,80Å`90%,21,0,0,266,326,194,41,5,80Å`90%,20,0,0,266,327,56,0,4,80Å`90%,43,0,0,175,149,117,0,8,80Å`90%,43,0,0,52,123,220,0,26,80Å`90%,43,0,42,485,470,272,47,25,80Å`90%,6,0,146,484,562,523,96,24
90Å`100%,27,0,74,456,565,186,52,9,90Å`100%,0,0,19,181,256,190,45,15,90Å`100%,27,0,15,173,276,312,59,14,90Å`100%,33,2,57,69,539,318,60,33,90Å`100%,33,2,57,252,448,320,61,32,90Å`100%,33,2,21,41,449,120,35,32,90Å`100%,0,0,0,43,230,115,29,13,90Å`100%,20,0,0,42,101,6,0,13,90Å`100%,16,0,0,85,101,66,0,13,90Å`100%,16,0,0,23,132,266,0,52,90Å`100%,36,0,75,460,571,266,63,52,90Å`100%,27,0,74,459,570,215,65,52
ã„èB 2026/4,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ã„èB 2026/5,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ã„èB 2026/6,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ã„èB 2026/7,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ã„èB 2026/8,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ã„èB 2026/9,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ã„èB 2026/10,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ã„èB 2026/11,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ã„èB 2026/12,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ã„èB 2027/1,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ã„èB 2027/2,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ã„èB 2027/3,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû
0Å`10%,4,8,10,13,15,7,14,0,0Å`10%,3,0,0,0,11,12,13,0,0Å`10%,0,0,0,0,11,0,0,0,0Å`10%,0,0,0,48,0,0,0,0,0Å`10%,0,0,0,0,0,0,0,0,0Å`10%,0,0,0,126,0,0,0,0,0Å`10%,0,18,5,110,83,56,29,0,0Å`10%,0,17,6,109,84,58,32,0,0Å`10%,0,16,23,29,36,43,80,0,0Å`10%,0,2,11,20,29,28,105,0,0Å`10%,0,5,6,8,9,10,100,2,0Å`10%,4,5,5,5,6,6,15,0
10Å`20%,5,13,550,769,618,362,20,2,10Å`20%,1,0,540,749,244,146,25,0,10Å`20%,0,0,629,895,379,271,24,0,10Å`20%,0,0,202,515,480,444,0,0,10Å`20%,0,0,220,526,486,446,0,0,10Å`20%,0,0,232,199,325,451,0,0,10Å`20%,0,0,105,834,467,147,0,0,10Å`20%,0,0,62,542,442,147,0,0,10Å`20%,0,0,59,174,377,256,0,12,10Å`20%,0,0,61,572,472,373,0,1,10Å`20%,6,0,44,574,397,290,0,5,10Å`20%,5,0,271,568,626,368,18,0
20Å`30%,7,18,640,989,897,805,94,8,20Å`30%,6,0,575,969,883,796,48,0,20Å`30%,0,0,845,1209,1097,760,58,8,20Å`30%,5,23,861,1227,1105,726,0,0,20Å`30%,5,23,1007,1558,853,728,0,0,20Å`30%,0,22,984,1557,851,478,0,0,20Å`30%,0,0,983,1558,851,644,0,0,20Å`30%,0,0,348,974,800,554,0,0,20Å`30%,0,0,190,297,718,469,0,16,20Å`30%,0,0,84,578,648,718,0,9,20Å`30%,9,0,391,795,735,674,0,8,20Å`30%,5,0,651,995,903,811,21,0
30Å`40%,8,23,929,1858,1374,853,168,15,30Å`40%,8,0,926,1656,1360,983,71,12,30Å`40%,8,0,972,1320,1261,1243,92,21,30Å`40%,11,45,802,1473,1419,1008,85,0,30Å`40%,11,0,944,1538,1187,1010,85,0,30Å`40%,0,0,778,1678,945,504,86,0,30Å`40%,0,0,1013,1693,1343,681,0,0,30Å`40%,0,0,473,1694,1310,681,0,0,30Å`40%,0,0,321,602,1064,544,0,26,30Å`40%,0,0,521,909,1239,1047,0,23,30Å`40%,11,0,817,1016,1215,1032,0,17,30Å`40%,4,0,935,1817,1408,860,24,15
40Å`50%,16,28,1298,1785,1354,1153,242,42,40Å`50%,9,0,1158,2038,1925,1149,226,18,40Å`50%,0,0,1099,1431,1349,1267,192,23,40Å`50%,11,68,919,1719,1732,1218,149,0,40Å`50%,10,0,881,1519,1472,1108,148,0,40Å`50%,0,0,1026,1880,1039,861,69,0,40Å`50%,0,0,1042,1574,1332,1075,0,0,40Å`50%,0,0,615,1710,1417,1050,0,2,40Å`50%,5,0,405,908,1410,619,0,15,40Å`50%,14,0,651,1241,1831,1377,0,15,40Å`50%,14,0,718,918,1810,1389,0,22,40Å`50%,14,0,1309,1677,1419,1291,27,41
50Å`60%,24,33,1428,1833,1414,1319,365,69,50Å`60%,10,0,1377,2420,2491,1315,338,25,50Å`60%,0,0,1423,2399,2426,1399,335,26,50Å`60%,10,90,1037,2446,2465,1428,210,4,50Å`60%,10,0,918,1673,1758,1205,209,0,50Å`60%,0,0,1273,2083,1416,1218,52,0,50Å`60%,0,0,928,1676,1413,1202,0,0,50Å`60%,0,0,868,1727,1598,945,0,11,50Å`60%,13,0,312,961,1146,594,0,56,50Å`60%,14,0,499,859,1219,989,0,8,50Å`60%,6,0,870,1061,1675,1307,0,26,50Å`60%,4,0,1752,1786,1526,1330,30,67
60Å`70%,33,38,2167,1881,1870,1646,234,27,60Å`70%,10,69,1950,2154,2246,1499,317,100,60Å`70%,0,70,1861,2190,2204,1612,281,28,60Å`70%,9,113,1948,2894,2582,1759,271,27,60Å`70%,9,0,1797,2758,2580,1757,270,0,60Å`70%,0,0,1802,2756,2687,1931,35,0,60Å`70%,0,0,813,1807,1663,1329,0,0,60Å`70%,0,0,933,2021,1780,840,0,26,60Å`70%,10,0,416,971,1022,742,0,97,60Å`70%,5,0,347,835,1239,938,0,97,60Å`70%,15,0,2030,1599,1752,1225,0,78,60Å`70%,15,0,2195,1895,1824,1438,33,28
70Å`80%,30,43,2103,2679,2326,1973,111,18,70Å`80%,11,47,2308,2154,2001,1849,385,70,70Å`80%,0,41,2382,2138,1981,1825,384,24,70Å`80%,9,0,2140,2855,1687,1627,378,51,70Å`80%,8,0,1282,2541,2322,1628,224,0,70Å`80%,0,0,1027,2536,2381,1416,18,0,70Å`80%,0,0,891,1921,2032,1693,0,41,70Å`80%,0,0,999,2080,1606,703,0,41,70Å`80%,7,0,442,981,1040,889,0,92,70Å`80%,7,0,472,932,1259,999,0,92,70Å`80%,7,0,1878,2137,1828,1289,0,93,70Å`80%,10,0,2133,2697,2121,1546,36,15
80Å`90%,10,0,2038,3840,2608,1717,250,10,80Å`90%,12,25,1698,2205,1949,1693,307,40,80Å`90%,0,22,1722,1893,1783,1673,211,20,80Å`90%,8,0,1455,1590,1547,870,194,74,80Å`90%,8,0,503,1616,2065,1130,194,74,80Å`90%,0,0,847,1670,2074,1046,18,51,80Å`90%,11,0,1081,2036,2401,1161,0,51,80Å`90%,11,0,1232,2140,1432,679,0,51,80Å`90%,7,0,467,1092,1059,593,0,31,80Å`90%,9,0,596,1029,1461,1059,0,7,80Å`90%,25,0,2006,2923,2583,1553,0,7,80Å`90%,10,0,2202,3855,2935,1558,39,3
90Å`100%,7,0,2188,2799,2895,1628,63,1,90Å`100%,13,3,1087,1646,1402,1042,229,11,90Å`100%,0,3,1061,1532,1220,1119,146,10,90Å`100%,7,0,770,759,784,810,150,0,90Å`100%,7,0,298,999,905,811,105,0,90Å`100%,7,0,666,1258,613,53,0,0,90Å`100%,6,0,878,1417,1498,630,0,35,90Å`100%,6,0,894,1561,1082,655,0,35,90Å`100%,3,0,96,1202,2027,229,0,26,90Å`100%,11,0,462,1246,2026,1231,0,33,90Å`100%,7,0,2134,2569,2921,1661,0,16,90Å`100%,7,0,2272,2797,2910,1648,0,16
