3-2_(3É–-3É–)3É–ReliableRequirementTable_[MW],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ñkäCìπ 2026/4,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ñkäCìπ 2026/5,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ñkäCìπ 2026/6,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ñkäCìπ 2026/7,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ñkäCìπ 2026/8,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ñkäCìπ 2026/9,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ñkäCìπ 2026/10,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ñkäCìπ 2026/11,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ñkäCìπ 2026/12,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ñkäCìπ 2027/1,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ñkäCìπ 2027/2,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ñkäCìπ 2027/3,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû
80Å`90%,3,52,275,499,253,64,0,3,80Å`90%,9,44,274,505,333,75,13,52,80Å`90%,8,44,414,783,301,153,4,44,80Å`90%,8,17,159,302,329,0,0,57,80Å`90%,8,0,0,113,51,0,0,53,80Å`90%,8,0,186,392,97,0,0,55,80Å`90%,33,0,120,284,79,0,0,52,80Å`90%,33,0,118,166,214,29,0,15,80Å`90%,1,0,0,63,197,27,0,0,80Å`90%,0,0,0,67,105,256,0,0,80Å`90%,0,0,40,80,307,0,0,0,80Å`90%,0,0,0,0,0,0,0,0
90Å`100%,2,0,0,0,0,0,0,4,90Å`100%,14,5,0,0,0,0,0,51,90Å`100%,14,3,30,56,82,0,0,49,90Å`100%,13,18,0,0,0,0,0,47,90Å`100%,3,0,0,62,0,0,0,48,90Å`100%,0,0,134,323,0,0,0,48,90Å`100%,0,0,135,322,0,0,0,66,90Å`100%,0,0,132,124,125,127,0,28,90Å`100%,0,0,0,109,118,126,0,0,90Å`100%,0,0,0,106,68,127,0,0,90Å`100%,0,0,44,88,131,0,0,0,90Å`100%,0,0,0,0,0,0,0,0
élçë 2026/4,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,élçë 2026/5,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,élçë 2026/6,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,élçë 2026/7,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,élçë 2026/8,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,élçë 2026/9,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,élçë 2026/10,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,élçë 2026/11,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,élçë 2026/12,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,élçë 2027/1,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,élçë 2027/2,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,élçë 2027/3,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû
0Å`10%,0,41,23,5,11,17,24,0,0Å`10%,0,41,26,10,17,24,31,0,0Å`10%,0,7,11,14,20,27,33,0,0Å`10%,0,1,2,10,19,27,47,0,0Å`10%,1,20,2,10,19,27,61,1,0Å`10%,1,27,15,24,34,43,62,0,0Å`10%,2,1,4,7,9,12,58,0,0Å`10%,0,3,3,6,9,12,17,0,0Å`10%,0,79,64,49,33,17,2,0,0Å`10%,0,75,65,47,28,10,25,0,0Å`10%,0,71,67,48,30,12,26,0,0Å`10%,0,40,32,24,16,8,26,0
10Å`20%,3,21,52,84,156,91,26,2,10Å`20%,2,19,67,151,148,75,3,0,10Å`20%,0,11,75,133,142,72,2,2,10Å`20%,0,25,90,152,130,140,42,12,10Å`20%,8,17,75,106,127,149,44,8,10Å`20%,6,5,115,175,162,148,44,0,10Å`20%,10,0,43,30,13,49,17,0,10Å`20%,0,0,43,30,12,49,0,0,10Å`20%,0,0,61,89,78,40,0,0,10Å`20%,0,0,54,92,130,10,0,0,10Å`20%,0,0,61,95,129,80,31,8,10Å`20%,2,35,33,32,31,29,28,2
20Å`30%,3,27,54,177,160,97,1,6,20Å`30%,4,17,96,174,171,118,10,15,20Å`30%,3,11,125,173,134,78,22,14,20Å`30%,0,15,159,200,151,118,30,20,20Å`30%,15,14,159,168,178,135,38,20,20Å`30%,10,5,124,198,175,117,27,16,20Å`30%,18,0,60,125,111,115,19,10,20Å`30%,17,0,60,121,111,84,0,21,20Å`30%,9,0,0,130,124,26,0,20,20Å`30%,1,0,43,69,231,10,0,20,20Å`30%,0,0,55,65,229,90,4,12,20Å`30%,4,34,82,130,185,42,1,9
30Å`40%,2,15,161,307,261,104,15,10,30Å`40%,2,20,125,230,195,161,21,21,30Å`40%,10,18,132,247,127,106,21,19,30Å`40%,12,23,136,249,172,95,27,30,30Å`40%,21,8,112,344,197,181,36,31,30Å`40%,14,8,95,221,207,130,42,31,30Å`40%,18,0,77,219,206,180,4,21,30Å`40%,5,0,77,213,206,186,0,9,30Å`40%,13,0,0,213,75,35,0,9,30Å`40%,13,0,32,113,71,30,0,16,30Å`40%,0,0,50,97,99,100,23,15,30Å`40%,6,34,150,307,245,182,32,15
40Å`50%,21,33,253,473,362,251,52,2,40Å`50%,19,29,206,256,254,251,24,18,40Å`50%,17,15,144,188,161,134,21,20,40Å`50%,17,19,147,200,167,133,27,26,40Å`50%,28,9,66,274,204,226,59,30,40Å`50%,19,9,65,186,310,243,72,30,40Å`50%,19,0,75,184,219,245,38,26,40Å`50%,9,0,76,175,222,288,0,24,40Å`50%,17,0,0,163,71,44,0,24,40Å`50%,25,0,20,87,62,82,0,39,40Å`50%,0,0,44,170,70,54,43,20,40Å`50%,19,34,219,403,328,253,39,19
50Å`60%,1,0,206,415,552,349,65,33,50Å`60%,20,2,181,283,542,352,58,26,50Å`60%,18,12,127,170,193,215,37,23,50Å`60%,23,14,171,243,181,210,32,28,50Å`60%,14,9,82,251,218,211,46,21,50Å`60%,8,9,80,150,413,242,71,43,50Å`60%,2,0,73,149,408,240,72,25,50Å`60%,12,0,74,137,409,244,0,25,50Å`60%,21,0,0,112,66,53,0,22,50Å`60%,37,0,0,62,90,118,0,39,50Å`60%,39,0,39,242,92,52,62,39,50Å`60%,32,0,197,422,572,351,52,54
60Å`70%,12,0,158,391,593,327,62,39,60Å`70%,22,21,157,356,630,267,95,28,60Å`70%,20,21,111,152,194,190,92,12,60Å`70%,29,20,195,285,241,198,97,15,60Å`70%,19,14,131,286,233,238,73,34,60Å`70%,18,8,117,157,389,245,86,25,60Å`70%,0,0,72,158,401,207,90,33,60Å`70%,16,0,72,164,384,199,0,33,60Å`70%,26,0,0,90,62,63,0,33,60Å`70%,53,0,0,82,118,153,0,16,60Å`70%,53,0,33,315,113,97,41,16,60Å`70%,43,0,225,441,599,303,22,40
70Å`80%,20,0,140,366,727,306,67,36,70Å`80%,25,11,183,365,718,235,101,33,70Å`80%,24,16,105,193,413,201,65,12,70Å`80%,30,19,329,374,420,206,120,20,70Å`80%,30,19,223,321,419,264,110,20,70Å`80%,29,7,153,197,408,248,96,48,70Å`80%,0,0,70,197,394,191,52,49,70Å`80%,12,0,71,191,409,128,0,49,70Å`80%,13,0,0,68,104,74,0,25,70Å`80%,36,0,0,82,134,127,0,15,70Å`80%,35,0,69,193,185,186,19,15,70Å`80%,12,0,252,492,731,286,39,36
80Å`90%,29,0,122,376,692,286,53,17,80Å`90%,29,45,210,375,673,266,107,16,80Å`90%,25,43,93,397,304,211,105,23,80Å`90%,29,47,142,494,507,214,142,19,80Å`90%,29,6,216,494,461,324,113,48,80Å`90%,39,4,221,401,427,300,106,37,80Å`90%,0,0,94,280,431,176,14,71,80Å`90%,0,0,0,281,434,110,0,37,80Å`90%,27,0,0,75,146,100,0,25,80Å`90%,35,0,0,77,124,100,0,24,80Å`90%,35,0,105,71,98,126,30,24,80Å`90%,2,0,122,174,702,302,27,19
90Å`100%,37,0,0,0,258,311,39,40,90Å`100%,33,14,55,100,415,297,91,36,90Å`100%,2,13,42,242,278,315,90,11,90Å`100%,50,15,19,192,594,380,91,49,90Å`100%,50,3,49,95,502,383,67,77,90Å`100%,49,4,33,62,502,408,46,77,90Å`100%,0,0,0,53,39,24,9,94,90Å`100%,0,0,0,70,111,73,0,27,90Å`100%,0,0,0,69,113,127,0,25,90Å`100%,0,0,0,70,114,127,0,48,90Å`100%,0,0,0,0,0,65,33,48,90Å`100%,31,0,0,0,265,319,53,48
ã„èB 2026/4,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ã„èB 2026/5,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ã„èB 2026/6,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ã„èB 2026/7,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ã„èB 2026/8,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ã„èB 2026/9,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ã„èB 2026/10,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ã„èB 2026/11,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ã„èB 2026/12,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ã„èB 2027/1,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ã„èB 2027/2,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ã„èB 2027/3,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû
0Å`10%,0,9,6,3,10,16,18,0,0Å`10%,0,0,0,51,1,6,10,0,0Å`10%,0,0,0,104,3,0,0,0,0Å`10%,0,0,0,35,23,12,1,0,0Å`10%,0,0,0,0,0,0,5,0,0Å`10%,0,0,0,0,0,0,6,0,0Å`10%,0,0,36,36,31,25,20,0,0Å`10%,0,0,37,36,31,26,20,0,0Å`10%,0,0,0,36,33,29,26,0,0Å`10%,0,39,6,6,5,0,0,0,0Å`10%,1,7,12,18,23,2,0,0,0Å`10%,0,14,17,20,23,1,12,0
10Å`20%,9,0,221,76,170,557,14,0,10Å`20%,8,0,228,162,226,126,72,0,10Å`20%,0,0,238,317,396,437,0,0,10Å`20%,0,0,450,434,443,224,55,0,10Å`20%,0,0,539,492,445,229,61,0,10Å`20%,0,0,553,499,446,234,9,0,10Å`20%,0,0,278,230,296,362,0,0,10Å`20%,0,0,278,230,296,362,0,0,10Å`20%,0,0,25,78,402,31,0,2,10Å`20%,0,0,139,280,422,644,0,0,10Å`20%,3,0,118,241,423,518,0,0,10Å`20%,10,0,222,274,339,310,14,0
20Å`30%,19,0,554,1078,1064,1099,11,1,20Å`30%,7,0,620,1237,1125,1014,135,0,20Å`30%,0,0,630,1396,1283,714,135,1,20Å`30%,0,0,455,542,533,581,109,0,20Å`30%,0,0,872,641,611,497,116,0,20Å`30%,0,0,877,651,585,440,12,0,20Å`30%,0,0,1084,1067,1050,551,0,0,20Å`30%,0,0,447,883,1173,551,0,0,20Å`30%,16,0,66,283,771,262,0,18,20Å`30%,0,0,271,837,885,490,0,14,20Å`30%,6,0,405,843,1032,600,0,14,20Å`30%,18,0,408,846,1070,1096,16,4
30Å`40%,28,0,1029,1897,1705,1254,7,29,30Å`40%,7,0,1017,1822,1705,1241,32,24,30Å`40%,0,0,635,1814,1386,925,184,21,30Å`40%,0,0,1090,1398,1168,938,172,11,30Å`40%,0,0,1313,791,778,765,172,2,30Å`40%,0,0,1151,802,724,647,15,0,30Å`40%,0,0,1285,1828,1493,982,0,0,30Å`40%,0,0,536,1471,1493,758,0,0,30Å`40%,10,0,107,469,1397,407,0,29,30Å`40%,8,0,404,985,943,336,0,35,30Å`40%,8,0,449,987,1015,718,0,36,30Å`40%,26,0,1038,1910,1723,1282,18,36
40Å`50%,38,0,1816,2547,1962,1102,156,28,40Å`50%,7,0,1698,2319,1939,1462,117,25,40Å`50%,0,0,1728,2232,1763,1268,179,11,40Å`50%,0,0,1726,2253,1784,757,155,6,40Å`50%,0,0,1754,2449,1770,639,154,2,40Å`50%,0,0,1424,1447,1470,1267,19,0,40Å`50%,0,0,1486,1998,1726,1413,0,0,40Å`50%,0,0,625,1481,1663,965,0,0,40Å`50%,4,0,148,656,1065,314,0,17,40Å`50%,8,0,491,1132,1000,260,0,15,40Å`50%,8,0,493,1130,999,836,0,25,40Å`50%,8,0,1827,2554,1948,1296,20,29
50Å`60%,47,0,1745,2339,1939,1138,305,94,50Å`60%,6,0,1674,2355,1948,1684,202,25,50Å`60%,0,0,1741,2299,2013,1400,175,1,50Å`60%,0,0,1878,2590,2208,1032,227,1,50Å`60%,10,0,1827,2590,2197,683,227,2,50Å`60%,0,0,1333,2089,1988,1888,22,4,50Å`60%,0,0,1117,2167,1959,1893,0,4,50Å`60%,0,0,570,1492,1832,1923,0,35,50Å`60%,4,0,30,498,733,222,0,17,50Å`60%,8,0,366,881,877,260,0,0,50Å`60%,20,0,412,711,802,699,0,15,50Å`60%,33,0,1132,1654,1872,1310,24,60
60Å`70%,57,0,1673,2130,1843,1443,229,43,60Å`70%,6,0,1650,2391,2027,1668,228,22,60Å`70%,0,0,1754,2365,2062,1759,227,5,60Å`70%,11,0,2030,2927,2633,1306,300,2,60Å`70%,0,0,1900,2731,2624,726,301,2,60Å`70%,0,0,1242,2730,2620,759,25,16,60Å`70%,0,0,942,1599,1917,885,0,20,60Å`70%,0,0,668,1778,1996,1288,0,21,60Å`70%,4,0,47,637,674,129,0,17,60Å`70%,7,0,396,826,753,260,0,0,60Å`70%,32,0,331,646,718,561,0,5,60Å`70%,58,0,881,1346,1814,1508,27,44
70Å`80%,20,0,960,1351,1746,1749,217,7,70Å`80%,5,0,1434,1815,1807,1799,303,19,70Å`80%,0,0,1463,1796,1957,2117,459,8,70Å`80%,0,0,1149,2534,2226,1919,462,2,70Å`80%,0,0,303,2212,2066,1920,464,2,70Å`80%,0,0,508,2204,1546,627,28,28,70Å`80%,0,0,768,1096,1566,664,0,28,70Å`80%,0,0,766,1623,1722,1067,0,28,70Å`80%,5,0,63,775,753,271,0,17,70Å`80%,7,0,426,1038,780,260,0,0,70Å`80%,19,0,398,581,779,681,0,7,70Å`80%,20,0,860,1308,1757,1906,0,8
80Å`90%,22,0,821,927,1477,1956,205,0,80Å`90%,5,0,1376,1567,1749,1930,377,16,80Å`90%,5,0,1354,1551,1495,1572,377,11,80Å`90%,0,0,1044,1487,1487,937,387,117,80Å`90%,0,0,270,1492,1491,864,238,117,80Å`90%,0,0,398,1486,1495,372,31,78,80Å`90%,0,0,481,1059,1450,439,0,32,80Å`90%,0,0,215,1468,1448,845,0,32,80Å`90%,5,0,80,1250,832,414,0,17,80Å`90%,7,0,611,1249,1107,964,0,0,80Å`90%,4,0,620,715,840,964,0,0,80Å`90%,14,0,839,1405,1698,1956,0,0
90Å`100%,12,0,604,818,1042,862,61,0,90Å`100%,27,0,1317,1319,1469,955,146,14,90Å`100%,5,0,1246,1307,1387,1019,63,15,90Å`100%,0,0,939,956,488,209,70,47,90Å`100%,0,0,291,631,423,215,0,47,90Å`100%,0,0,288,632,375,117,34,47,90Å`100%,0,0,195,457,384,274,0,1,90Å`100%,0,0,189,1132,971,247,0,1,90Å`100%,0,0,105,943,1869,233,0,17,90Å`100%,6,0,105,1271,1873,1657,0,0,90Å`100%,2,0,455,1273,1792,1353,0,0,90Å`100%,12,0,599,1502,1639,1331,0,0
